队名,队员号,出场次数,首发次数,上场时间,投篮命中率,投篮命中次数,投篮出手次数,三分命中率,三分命中次数,三分出手次数,罚球命中率,罚球命中次数,罚球出手次数,篮板总数,前场篮板,后场篮板,助攻,抢断,盖帽,失误,犯规,得分
116,2,47,47,37.2,45.90%,6.9,15.1,38.70%,2.6,6.6,83.60%,2.5,3,3.4,0.4,3,3,0.9,0.2,1.8,2.2,18.9
116,3,75,75,32.9,40.20%,3.5,8.7,30.60%,0.8,2.6,89.10%,3.4,3.8,4.1,0.9,3.2,9.1,1.7,0.1,2.6,2.7,11.1
116,4,82,82,32.4,50.20%,4,8.1,37.20%,0.2,0.5,81.40%,1.7,2,7.9,2.3,5.6,1.9,1.1,1.2,1.3,3.1,10
116,5,78,1,19.4,48.20%,3.7,7.7,33.60%,0.6,1.9,77.40%,1.9,2.4,2.8,1.1,1.7,0.4,0.3,0.1,0.7,1.1,9.9
116,6,65,1,18.3,42.40%,2.3,5.5,31.60%,0.9,2.7,73.80%,0.7,0.9,3.8,0.9,2.9,1.2,0.6,0.3,0.9,2.4,6.2
116,7,47,33,21.9,37.40%,1.5,4,38.60%,0.9,2.4,72.20%,0.3,0.4,2.1,0.3,1.8,1,0.5,0.5,0.6,0.9,4.2
116,8,78,7,17.1,37.70%,1.5,4,28.80%,0.3,0.9,61.00%,0.5,0.8,2.1,0.3,1.8,2.4,1,0.5,1.1,2.3,3.8
116,9,18,0,7.4,42.60%,1.3,3,20.00%,0.2,0.8,73.70%,0.8,1.1,1.8,0.5,1.3,0.4,0.4,0.4,0.4,1.8,3.5
116,10,6,0,11.2,47.60%,1.7,3.5,0.00%,0,0.3,50.00%,0.2,0.3,1.7,0,1.7,0.8,0,0,0.7,0.3,3.5
116,11,60,0,12.9,41.40%,1.3,3,35.60%,0.4,1.2,76.70%,0.6,0.7,1.1,0.2,1,2.6,0.8,0.1,0.6,0.8,3.5
116,12,13,0,17.2,48.70%,1.5,3,20.00%,0.2,0.8,62.50%,0.4,0.6,1.5,0.5,1.1,0.8,1,0.2,0.8,1.8,3.5
116,13,7,0,6.9,38.50%,0.7,1.9,,0,0,100.00%,0.3,0.3,2,1.1,0.9,0,0.1,0,0.6,1.3,1.7
116,14,62,0,8.6,52.30%,0.7,1.4,,0,0,68.20%,0.2,0.4,2.5,0.8,1.7,0.4,0.4,0.4,0.3,1.4,1.7
116,15,5,0,2,25.00%,0.2,0.8,0.00%,0,0.2,,0,0,0,0,0,0.2,0.4,0,0,0,0.4
117,0,78,78,38.9,46.20%,9.1,19.7,35.00%,1.9,5.3,88.00%,7.6,8.7,6.8,0.7,6.1,2.7,1.1,1,2.8,2,27.7
117,1,82,82,34.7,44.20%,7.5,17,33.00%,0.4,1.3,84.20%,6.5,7.7,4.6,1.5,3.1,8.2,1.9,0.4,3.9,2.5,21.9
117,2,49,49,37,43.70%,5.5,12.6,30.40%,1.1,3.8,81.80%,3,3.7,5.6,1.2,4.4,1.8,0.8,0.4,1.6,2.9,15.2
117,3,82,5,26.7,43.60%,3.6,8.3,34.90%,1.4,4,84.30%,3.5,4.2,3.1,0.5,2.6,2.1,1.1,0.3,1.3,2.5,12.2
117,4,82,44,27,54.30%,4.1,7.5,0.00%,0,0,75.00%,1.7,2.2,7.6,2.6,5,0.3,0.4,2.4,0.9,3.3,9.9
117,5,47,47,21.7,49.80%,3.2,6.5,,0,0,80.30%,1.1,1.4,4.4,1.6,2.8,0.4,0.4,0.4,0.7,2.3,7.6
117,6,24,7,17.9,57.30%,3.1,5.5,,0,0,62.50%,0.6,1,4.8,1.9,2.9,0.3,0.7,0.4,0.8,2.6,6.9
117,7,43,0,13.9,43.60%,1.8,4.2,42.20%,1.5,3.6,80.00%,0.4,0.5,1.7,0.2,1.5,0.5,0.3,0,0.4,1.2,5.6
117,8,17,17,25.2,49.30%,2.1,4.2,,0,0,53.10%,1,1.9,7.9,2.3,5.6,0.9,0.4,0.9,1.8,3.2,5.1
117,9,79,79,25.9,47.10%,2,4.2,27.50%,0.4,1.3,74.70%,0.7,1,4.4,0.8,3.6,1.4,1.2,0.5,0.7,2.2,5.1
117,10,71,2,21.5,56.60%,1.9,3.4,,0,0,75.30%,0.8,1,4.5,1.7,2.8,1,0.6,0.4,0.8,3,4.6
117,11,82,0,14.6,40.20%,1.6,4.1,38.50%,0.5,1.2,72.90%,0.5,0.7,1.5,0.3,1.2,2.9,0.4,0.1,0.9,1.2,4.2
117,12,4,0,7.5,26.70%,1,3.8,25.00%,0.5,2,75.00%,0.8,1,0.3,0,0.3,1.5,0,0,0.5,2,3.3
117,13,23,0,9.5,46.20%,1.3,2.8,,0,0,50.00%,0.2,0.4,2.3,0.5,1.7,0.2,0.3,0.3,0.3,1.3,2.8
117,14,13,0,6.5,32.10%,0.7,2.2,,0,0,50.00%,0.5,1.1,1.8,0.5,1.4,0,0.2,0.2,0.6,0.8,1.9
117,15,25,0,6.2,42.10%,0.6,1.5,43.80%,0.3,0.6,100.00%,0.1,0.1,0.6,0.1,0.6,0.3,0.2,0,0.2,0.7,1.6
117,16,18,0,7.8,53.30%,0.4,0.8,,0,0,50.00%,0.1,0.2,1.9,0.7,1.2,0.2,0.3,0.4,0.4,1.7,1
117,17,4,0,5.8,40.00%,0.5,1.3,0.00%,0,0.3,,0,0,0.8,0,0.8,0.3,0,0,0,1.3,1
118,0,66,66,38.6,49.60%,9.7,19.7,38.70%,2,5.2,86.00%,6.5,7.6,8,0.6,7.4,3.5,1.3,1.2,3.8,2,28
118,1,66,66,35.3,45.70%,8.8,19.2,31.60%,0.9,3,82.30%,5.2,6.3,4.6,1.5,3.1,5.5,1.7,0.3,3.6,2.2,23.6
118,2,62,2,31.4,49.10%,5,10.1,39.00%,1.8,4.7,84.60%,5,6,4.1,0.5,3.6,3.7,1,0.2,2.2,2.4,16.8
118,3,66,66,27.2,53.50%,4,7.4,33.30%,0,0,66.10%,1.2,1.8,7.5,2.9,4.6,0.4,0.5,3.7,1.2,2.7,9.1
118,4,57,22,17.4,36.80%,1.9,5.2,34.60%,1.4,4,63.60%,0.2,0.4,2.1,0.2,1.9,0.3,0.4,0.2,0.3,1.2,5.5
118,5,65,65,26.8,48.90%,2,4,,0,0,65.20%,1.1,1.7,6.6,1.8,4.7,1.2,0.4,1.1,1.8,2.9,5.1
118,6,20,0,20.4,34.30%,1.9,5.4,31.40%,0.6,1.8,92.90%,0.7,0.7,1.5,0.1,1.4,1.4,0.6,0.1,0.8,1.6,4.9
118,7,42,42,21.8,43.20%,1.6,3.7,43.70%,0.7,1.7,88.40%,0.9,1,3,0.5,2.5,1.1,0.9,0.4,1,1.9,4.8
118,8,63,0,20.7,59.70%,1.9,3.2,0.00%,0,0,71.00%,0.7,1,4.3,1.9,2.5,1.3,0.5,0.4,1,2.4,4.5
118,9,9,0,15.2,35.90%,1.6,4.3,35.30%,0.7,1.9,100.00%,0.4,0.4,1.4,0.3,1.1,2.4,0.6,0,1.2,1.4,4.2
118,10,45,0,11.1,32.10%,1.1,3.5,21.00%,0.3,1.4,86.20%,0.6,0.6,1.2,0.3,0.9,1.6,0.6,0,0.8,0.7,3.1
118,11,63,1,11,46.70%,1.3,2.7,0.00%,0,0,56.50%,0.2,0.4,2.7,0.9,1.8,0.2,0.3,0.6,0.4,1.6,2.7
118,12,26,0,6.7,52.40%,0.8,1.6,,0,0,92.90%,0.5,0.5,1.8,0.5,1.3,0.1,0.3,0.6,0.3,0.8,2.2
118,13,34,0,10.4,35.60%,0.8,2.1,34.00%,0.5,1.6,12.50%,0,0.2,0.7,0,0.7,0.3,0.4,0,0.3,1.1,2.1
118,14,5,0,3.4,80.00%,0.8,1,,0,0,,0,0,0.4,0.2,0.2,0,0,0,0.2,0.2,1.6
118,15,26,0,5.4,34.20%,0.5,1.5,28.60%,0.2,0.5,58.30%,0.3,0.5,0.6,0.1,0.5,0.2,0.1,0,0.3,0.7,1.4
119,0,81,81,38.5,51.00%,9,17.7,41.60%,1.7,4.1,90.50%,8.4,9.3,7.9,0.6,7.3,4.6,1.4,1.3,3.5,1.8,28.1
119,1,82,82,34.9,43.80%,8.2,18.7,32.30%,1.2,3.7,80.00%,5.6,7,5.2,1.4,3.9,7.4,1.8,0.3,3.3,2.3,23.2
119,2,77,0,27.8,45.00%,4.5,10.1,42.60%,2.1,4.8,89.00%,2.8,3.2,2.3,0.4,1.9,1.4,0.9,0.1,1.3,1.8,14
119,3,80,80,31.1,57.30%,5.6,9.7,35.10%,0.3,0.7,74.90%,1.8,2.4,7.7,2.8,4.9,0.5,0.4,3,1.6,2.7,13.2
119,4,81,81,27.6,48.10%,2.8,5.8,41.90%,1.3,3.2,82.60%,0.7,0.9,3.9,0.7,3.2,1.5,1.3,0.5,0.8,2.2,7.6
119,5,70,0,14.2,45.80%,2.1,4.6,23.10%,0.3,1.5,83.90%,0.7,0.9,2.4,0.3,2.1,1.7,0.4,0.2,0.8,1.2,5.3
119,6,81,2,19.5,59.50%,2.2,3.7,0.00%,0,0,76.90%,0.7,1,4.1,1.5,2.6,1.5,0.6,0.4,0.9,2.4,5.1
119,7,78,78,25.1,45.70%,1.8,4,0.00%,0,0,61.10%,0.6,0.9,6,1.4,4.6,1.4,0.6,1.1,1.4,2.9,4.2
119,8,24,0,14.4,33.30%,1.3,4,35.10%,0.8,2.4,93.30%,0.6,0.6,0.9,0.1,0.8,0.7,0.6,0,0.5,1.3,4.1
119,9,23,0,6.4,35.30%,1,3,30.00%,0.4,1.3,100.00%,0.6,0.6,0.8,0.2,0.6,0.2,0.1,0.1,0.3,0.6,3.1
119,10,37,0,10.6,31.30%,1,3.1,32.60%,0.4,1.2,81.00%,0.5,0.6,0.5,0.1,0.4,2,0.3,0,0.8,0.5,2.8
119,11,13,0,7.9,46.20%,0.9,2,,0,0,52.90%,0.7,1.3,2,1,1,0.3,0.3,0.2,0.3,1,2.5
119,12,66,4,11.7,60.40%,1,1.6,,0,0,60.40%,0.5,0.8,3,1,1.9,0.2,0.5,0.9,0.6,2.2,2.4
119,13,38,1,7.4,39.40%,1,2.6,0.00%,0,0.1,66.70%,0.3,0.4,1.6,0.3,1.3,0.3,0.1,0.2,0.4,0.6,2.3
119,14,39,1,7.4,44.70%,0.5,1.2,36.80%,0.2,0.5,50.00%,0.2,0.5,1.4,0.3,1,0.4,0.5,0.1,0.4,0.8,1.5
119,15,14,0,10.1,26.10%,0.4,1.6,20.00%,0.1,0.4,,0,0,2.9,0.9,1.9,0.7,0.6,0,0.3,0.4,0.9
120,0,81,81,38.5,50.30%,10.5,20.8,39.10%,2.4,6.1,87.30%,8.7,9.9,7.4,0.7,6.7,5.5,1.3,0.7,3.5,2.1,32
120,1,46,46,30.6,43.70%,7.5,17.2,31.80%,1.5,4.7,82.60%,5.3,6.4,5.7,1.2,4.5,6.9,1.9,0.2,3.8,2.3,21.8
120,2,81,81,32.9,53.60%,6.5,12.1,38.30%,0.3,0.7,78.40%,1.9,2.5,8.8,2.8,6,1,0.5,2.7,1.5,2.9,15.1
120,3,80,36,28.5,44.00%,5,11.5,33.90%,1,3.1,89.30%,2,2.2,3.9,0.5,3.4,4.1,1.1,0.1,2.1,1.8,13.1
120,4,22,0,27.1,40.90%,3.5,8.5,44.10%,2,4.6,84.20%,0.7,0.9,3.2,0.2,3,1.2,1.1,0.3,0.4,2.5,9.7
120,5,78,0,19.8,43.20%,3.4,7.8,35.60%,1.1,3.2,79.70%,0.7,0.8,2.4,0.3,2.1,1.5,0.7,0.3,0.8,1.8,8.5
120,6,61,61,26,41.50%,2.3,5.6,31.60%,0.8,2.5,76.80%,0.9,1.1,3.6,0.8,2.8,1.5,1.3,0.3,0.9,1.5,6.3
120,7,81,0,17.7,39.10%,1.7,4.5,38.40%,1.1,2.8,77.50%,0.7,0.9,1.5,0.1,1.4,1.4,0.9,0,0.6,1.9,5.2
120,8,81,0,16.8,55.60%,1.7,3,23.50%,0,0.2,71.00%,0.8,1.1,3.6,1.4,2.2,1.3,0.4,0.3,0.9,2.3,4.2
120,9,3,0,6,55.60%,1.7,3,33.30%,0.3,1,,0,0,0,0,0,0.3,0.3,0,0.7,0.3,3.7
120,10,62,7,12.4,45.90%,1.3,2.9,36.10%,0.4,1,66.70%,0.5,0.7,1.8,0.5,1.4,0.4,0.2,0.3,0.3,1,3.5
120,11,62,62,19.5,45.10%,1.4,3.1,0.00%,0,0,55.20%,0.6,1.1,4.9,1.3,3.6,1.1,0.4,0.5,1.5,2.9,3.4
120,12,81,20,14.8,50.30%,1.1,2.3,,0,0,58.10%,1,1.7,4.1,1.8,2.3,0.5,0.5,0.7,0.9,2.5,3.3
120,13,40,16,9.9,48.50%,0.8,1.7,15.40%,0.1,0.3,70.00%,0.2,0.3,2.4,0.9,1.5,0.4,0.5,0.3,0.5,1.9,1.9
120,14,5,0,6.6,37.50%,0.6,1.6,0.00%,0,0.4,,0,0,0.8,0,0.8,0.2,0,0,0.2,1,1.2
120,15,23,0,8.4,56.50%,0.6,1,,0,0,20.00%,0,0.2,1.7,0.4,1.3,0,0.2,0.4,0.6,2,1.2
120,16,3,0,3.7,0.00%,0,1,0.00%,0,0.3,50.00%,0.3,0.7,0,0,0,1.3,0,0,0.7,0.7,0.3
120,17,2,0,2.5,0.00%,0,1,0.00%,0,0.5,,0,0,0.5,0,0.5,0,0,0,0,0.5,0
121,0,67,67,34.4,42.60%,9.4,22,29.90%,1.3,4.3,83.50%,8.1,9.8,7.3,1.9,5.4,8.6,2.1,0.2,4.4,2.7,28.1
121,1,27,27,33.9,51.00%,8.8,17.3,40.30%,2.4,5.9,85.40%,5.4,6.3,6.6,0.6,6,4.1,0.9,0.9,2.7,1.5,25.4
121,2,26,26,31.1,56.60%,7.5,13.3,75.00%,0.1,0.2,77.60%,3.5,4.5,11,5,6,1.1,0.5,0.5,2,2.9,18.7
121,3,64,64,33.1,47.60%,5.8,12.3,37.60%,1.2,3.2,83.60%,1.4,1.7,7.8,2.1,5.7,0.9,0.5,2.4,1.5,3,14.3
121,4,50,13,27.9,43.20%,5,11.5,27.80%,0.9,3.2,86.10%,2,2.3,4,0.6,3.5,4.3,0.8,0.1,1.8,1.9,12.8
121,5,47,20,30.2,39.20%,5,12.9,31.90%,1.1,3.4,62.50%,1.5,2.4,2.9,0.6,2.3,1.9,1,0.2,1.3,2,12.7
121,6,74,0,24.4,46.30%,3.9,8.3,43.40%,1.9,4.4,88.80%,1.1,1.2,2.6,0.5,2.1,0.8,0.7,0.1,0.5,1.8,10.7
121,7,16,1,20.4,36.80%,2.9,7.8,30.00%,1.1,3.8,70.60%,1.5,2.1,1.9,0.1,1.8,2.8,0.6,0,1.1,1.8,8.4
121,8,70,67,25.4,54.40%,3.1,5.7,0.00%,0,0,50.20%,1.5,2.9,7.5,2.8,4.6,0.9,0.5,1.2,1.4,3.2,7.7
121,9,28,1,24.2,37.10%,2.5,6.6,35.40%,1.2,3.4,86.10%,1.1,1.3,2.2,0.3,1.9,3.1,0.6,0,1.3,1.1,7.3
121,10,32,2,15.2,53.30%,2.8,5.2,0.00%,0,0.1,62.50%,0.8,1.3,5.2,1.7,3.5,0.4,0.5,0.5,1,2.3,6.3
121,11,47,8,13.5,41.60%,2.2,5.3,34.20%,0.8,2.4,89.10%,1,1.2,2.3,0.2,2.1,0.9,0.4,0.1,0.6,1.1,6.3
121,12,22,13,20.6,35.70%,2,5.7,0.00%,0,0,69.70%,1,1.5,3.4,1.3,2.1,0.9,0.5,0,0.8,1.7,5.1
121,13,43,13,14.7,39.70%,1.7,4.3,23.30%,0.3,1.4,64.90%,0.6,0.9,1.8,0.1,1.6,0.4,0.4,0.2,0.6,1.2,4.3
121,14,66,2,16.7,41.90%,1.6,3.8,26.70%,0.2,0.9,69.20%,0.7,1,3.8,1.4,2.4,1.4,0.5,0.4,0.7,2.4,4.1
121,15,51,3,19.3,44.10%,1.6,3.6,0.00%,0,0,50.70%,0.7,1.5,5.5,1.6,3.9,0.8,0.3,0.7,1.5,2.6,4
121,16,26,18,17.5,33.30%,1.2,3.7,37.00%,0.8,2.1,68.80%,0.4,0.6,2.1,0.4,1.7,0.7,0.5,0.3,0.5,2.1,3.7
121,17,67,65,19.1,45.80%,1.4,3,24.70%,0.3,1.3,47.90%,0.3,0.7,3.8,0.9,2.9,1,0.8,0.4,0.7,2.1,3.4
121,18,5,0,5,17.60%,0.6,3.4,7.70%,0.2,2.6,,0,0,0.8,0.2,0.6,0.2,0,0.4,0.4,1.4,1.4
121,19,30,0,5.2,33.30%,0.5,1.5,20.00%,0,0.2,66.70%,0.2,0.3,0.9,0.2,0.7,0.9,0.1,0,0.3,0.4,1.2
121,20,13,0,6.8,28.60%,0.5,1.6,20.00%,0.2,1.2,,0,0,0.5,0.1,0.4,0.4,0,0.1,0.2,0.8,1.2
122,0,72,72,35.8,50.50%,9.7,19.2,38.70%,2.6,6.7,89.80%,6.2,6.9,8.2,0.6,7.6,5,1,1.2,3.5,1.9,28.2
122,1,80,80,34.4,45.40%,8.2,18.1,29.60%,1.3,4.3,81.20%,5.8,7.2,7.8,1.8,6,10.4,2,0.3,4.3,2.5,23.5
122,2,82,1,21,57.60%,5,8.8,47.60%,0.1,0.3,79.70%,2.4,3.1,8.1,3,5.1,0.4,0.3,0.4,1.4,2,12.7
122,3,78,78,32.1,47.90%,5.3,11.1,32.60%,0.8,2.4,75.20%,1.2,1.6,6.8,1.8,5,0.8,0.5,1.9,1.4,2.7,12.6
122,4,78,15,27.7,39.90%,3.6,9.1,35.80%,1.1,3.1,71.30%,1.4,2,2.6,0.5,2.1,2,1,0.2,1.5,1.8,9.8
122,5,80,80,25.2,61.30%,3.3,5.3,,0,0,58.20%,1.4,2.5,6.7,2.7,3.9,0.8,0.5,1.1,1.1,2.8,8
122,6,27,1,21.2,34.90%,1.9,5.5,30.90%,0.9,3,81.50%,0.8,1,1.9,0.3,1.6,1.8,0.5,0.5,1,1.8,5.6
122,7,68,6,13.6,40.80%,2,4.9,38.70%,1.2,3,74.40%,0.4,0.6,0.9,0.1,0.8,0.4,0.3,0.1,0.3,0.9,5.6
122,8,57,1,12.3,41.00%,2,4.9,32.40%,0.6,1.9,79.20%,0.3,0.4,1.5,0.2,1.3,1.9,0.6,0.1,0.8,1.4,5
122,9,70,70,22.2,49.60%,1.9,3.9,31.10%,0.5,1.5,61.10%,0.5,0.8,3.6,1.1,2.5,0.7,0.8,0.6,0.5,1.9,4.8
122,10,34,0,15.3,38.00%,1.4,3.6,39.30%,0.7,1.8,76.50%,0.8,1,1.3,0.1,1.1,1.9,0.4,0.1,0.9,1.2,4.2
122,11,68,2,14.4,38.90%,1.3,3.3,30.90%,0.4,1.4,65.90%,0.4,0.6,2.1,0.7,1.3,0.4,0.4,0.1,0.5,1.8,3.4
122,12,5,0,11,41.70%,1,2.4,66.70%,0.8,1.2,0.00%,0,0.8,2,0.4,1.6,0,0.2,0.4,0.6,0.6,2.8
122,13,7,0,3.4,50.00%,0.9,1.7,55.60%,0.7,1.3,,0,0,0.6,0,0.6,0,0,0,0.1,0.1,2.4
122,14,59,4,11.9,45.90%,0.8,1.8,0.00%,0,0,69.70%,0.4,0.6,2.9,1.2,1.7,0.9,0.3,0.3,0.8,1.8,2.1
122,15,5,0,4,60.00%,0.6,1,,0,0,100.00%,0.4,0.4,0.8,0.2,0.6,0,0,0,0.6,0.8,1.6
122,16,20,0,3.6,47.80%,0.6,1.2,0.00%,0,0.2,40.00%,0.2,0.5,0.9,0.2,0.7,0.2,0.1,0.1,0.4,0.5,1.3
123,0,81,81,34.6,42.50%,10.2,24,34.30%,2.5,7.2,84.50%,8.8,10.4,10.7,1.7,9,10.4,1.6,0.4,5.4,2.3,31.6
123,1,67,67,33.2,44.20%,6.1,13.9,36.10%,1.9,5.3,75.30%,1.7,2.3,4.3,0.6,3.8,2.6,1.2,0.3,1.8,2.3,15.9
123,2,72,0,21.3,54.50%,5.6,10.2,13.20%,0.1,0.5,78.60%,3.1,4,6.7,2.7,4,0.9,0.4,0.5,1.7,2.1,14.3
123,3,80,80,29.9,57.10%,4.7,8.2,0.00%,0,0,61.10%,2,3.2,7.7,3.5,4.1,1.1,1.1,1,1.8,2.4,11.3
123,4,23,16,21,49.70%,3.9,7.8,100.00%,0,0,71.80%,1.2,1.7,4.5,1.7,2.8,0.6,0.6,0.7,1.2,1.7,9
123,5,2,0,15.5,54.50%,3,5.5,50.00%,1,2,0.00%,0,0.5,4.5,2,2.5,1.5,0,1.5,0,0,7
123,6,79,79,30.1,46.40%,2.7,5.9,24.50%,0.6,2.3,42.30%,0.6,1.4,5.1,1.2,3.9,1,1.2,1,0.6,2.6,6.6
123,7,22,1,19.5,45.20%,2.5,5.6,36.20%,1,2.6,70.60%,0.5,0.8,2.2,0.3,2,0.6,0.1,0,0.3,1,6.6
123,8,68,6,15.5,39.30%,2,5,38.10%,1.4,3.6,89.80%,0.6,0.7,1.3,0.3,1,0.6,0.5,0.1,0.5,1.7,6
123,9,81,66,20.1,39.90%,2.4,5.9,32.10%,0.6,2,65.70%,0.5,0.8,3.5,0.6,3,1,0.5,0.4,1,2.5,5.9
123,10,40,7,15.6,38.60%,2.2,5.6,29.40%,0.9,3,88.50%,0.6,0.7,0.7,0.3,0.5,0.5,0.6,0.1,0.2,1,5.8
123,11,50,0,14.8,45.50%,2.2,4.9,34.60%,0.5,1.6,63.80%,0.7,1.2,3.7,1,2.6,1,0.4,0.1,0.8,1.4,5.7
123,12,78,4,19.1,46.90%,1.9,4,37.70%,0.6,1.5,61.90%,1.1,1.8,2.6,0.5,2.1,0.6,0.4,1,0.5,1.8,5.4
123,13,20,0,16,33.10%,2.2,6.5,30.80%,0.8,2.6,100.00%,0.2,0.2,1.6,0.1,1.5,2,0.5,0.2,0.8,1.9,5.3
123,14,3,0,20.7,37.50%,2,5.3,25.00%,1,4,,0,0,5.3,0.7,4.7,0.3,1,0.3,1.3,1.7,5
123,15,13,0,9.5,30.80%,1.2,4,23.10%,0.2,1,80.00%,0.6,0.8,0.8,0,0.8,1.1,0.6,0,0.5,1.4,3.3
123,16,64,1,15.2,34.50%,1.2,3.5,19.00%,0.2,1,54.80%,0.3,0.5,1.4,0.3,1.1,2,0.4,0.1,0.7,1.2,2.9
123,17,32,2,12,41.00%,1.1,2.6,18.90%,0.2,1.2,76.50%,0.4,0.5,1.5,0.3,1.3,0.3,0.2,0.2,0.3,0.9,2.8
123,18,20,0,6.4,60.90%,0.7,1.2,0.00%,0,0.1,62.50%,0.3,0.4,1.6,0.5,1.1,0.6,0.1,0.1,0.2,0.9,1.7
124,0,81,81,39.6,50.00%,8.7,17.5,17.40%,0,0.3,79.10%,4.3,5.5,8.8,3.4,5.3,2.1,1,1.2,1.9,2.7,21.8
124,1,82,69,33.6,44.90%,5.4,11.9,40.70%,1.9,4.6,84.40%,3.2,3.8,3.1,0.6,2.6,2,1.2,0.1,1.7,2.4,15.9
124,2,23,15,35.7,49.80%,5.8,11.7,33.80%,1.2,3.5,76.70%,3,3.9,7.6,1.7,5.9,2.5,2,0.7,2.3,2.7,15.8
124,3,81,81,32.7,46.00%,4.8,10.4,10.80%,0,0.5,85.30%,3.1,3.6,3.7,1.2,2.5,7,1.4,0.1,2.4,2.1,12.7
124,4,80,67,31.5,45.50%,4.6,10.1,34.50%,1.5,4.3,84.10%,1.7,2.1,4.5,1.4,3.2,1.5,0.9,0.6,1,2.4,12.4
124,5,47,23,27.9,40.00%,4.4,11.1,33.30%,0.8,2.4,84.80%,2.5,2.9,2.6,0.6,2,2.7,0.8,0.3,1.2,1.6,12.2
124,6,78,3,23.3,37.00%,2.7,7.4,32.10%,1.5,4.6,86.30%,1.6,1.9,2.2,0.5,1.7,2.5,1.1,0.2,1.1,1.7,8.6
124,7,64,0,12.2,41.20%,2.1,5.1,35.30%,0.7,2.1,76.60%,0.6,0.7,0.8,0.3,0.5,1.7,0.4,0,1,1,5.5
124,8,56,9,19.8,43.30%,2.3,5.2,0.00%,0,0.1,71.10%,0.6,0.8,3.4,1.3,2.1,0.5,0.7,0.6,0.6,2.5,5.1
124,9,59,51,26.1,39.80%,2,5,0.00%,0,0,61.40%,0.7,1.2,10.3,3.1,7.2,2.1,0.7,1.6,1.1,2.4,4.7
124,10,2,1,18.5,27.30%,1.5,5.5,,0,0,50.00%,0.5,1,7,2,5,1.5,0,0,1.5,2,3.5
124,11,38,0,7.3,45.50%,1.2,2.7,41.70%,0.1,0.3,59.10%,0.3,0.6,0.9,0.3,0.7,1.2,0.1,0,1,0.8,2.9
124,12,10,1,10.6,38.90%,0.7,1.8,,0,0,72.20%,1.3,1.8,2.7,1.1,1.6,0.2,0.3,0.6,0.8,1.8,2.7
124,13,31,9,14.4,61.80%,0.7,1.1,,0,0,56.50%,0.4,0.7,3.9,0.9,3,0.4,0.2,0.5,0.7,2,1.8
124,14,29,0,7.2,43.20%,0.7,1.5,100.00%,0.1,0.1,62.50%,0.2,0.3,1.4,0.6,0.8,0.1,0.1,0.2,0.4,1.5,1.6
124,15,24,0,5.7,27.30%,0.6,2.3,18.80%,0.1,0.7,33.30%,0.1,0.4,1.3,0.3,1,0.3,0.1,0.1,0.3,0.6,1.5
124,16,5,0,9,60.00%,0.6,1,,0,0,50.00%,0.2,0.4,1.4,0.6,0.8,0,0,0,0.6,2,1.4
124,17,5,0,4.8,16.70%,0.2,1.2,,0,0,,0,0,1.4,1.4,0,0.2,0,0,0.4,1,0.4
125,0,55,55,36.3,51.20%,8.8,17.1,18.20%,0,0.2,81.40%,4.1,5,8,2.7,5.3,2.4,0.9,0.8,2,2.8,21.7
125,1,19,10,31.6,54.30%,6.3,11.5,0.00%,0,0.1,64.50%,2.6,4,8.3,3.5,4.8,1.2,0.6,0.9,1.6,2.2,15.1
125,2,60,6,26.9,38.40%,4.7,12.3,30.80%,1.3,4.3,92.70%,3.2,3.4,2,0.3,1.7,3.2,0.9,0.2,1.9,1.2,14
125,3,59,34,30.4,45.10%,4.9,10.9,39.10%,1.8,4.6,83.60%,2.3,2.7,4.6,1.4,3.2,1.4,1,1,1.5,1.8,13.9
125,4,66,53,33.8,41.20%,4.8,11.6,38.30%,2,5.1,86.00%,2.2,2.6,3.4,0.8,2.5,1.7,1.5,0.2,1.1,2.2,13.7
125,5,42,42,35.8,47.20%,4.8,10.2,26.50%,0.6,2.3,77.60%,3,3.8,6.6,1.5,5.1,2.7,1.5,0.6,2,2.5,13.3
125,6,60,56,31.8,40.70%,4.4,10.7,30.50%,1,3.4,80.60%,1.7,2.1,2.5,0.5,2,6.5,1.3,0.2,2.8,2,11.4
125,7,18,1,15.6,37.80%,1.9,5,32.00%,0.4,1.4,72.00%,1,1.4,1.7,0.4,1.3,3.8,0.2,0.1,1.5,0.8,5.2
125,8,40,4,13.4,41.00%,1.8,4.3,43.00%,1.1,2.5,85.00%,0.4,0.5,2.4,0.4,2,0.4,0.3,0.1,0.7,1.2,5.1
125,9,40,40,22.4,41.60%,1.7,4,,0,0,47.40%,0.5,1,8.9,2.6,6.2,1.9,0.8,1.4,1.2,2.2,3.8
125,10,44,4,12.3,37.20%,1.5,4.1,28.90%,0.3,1,71.40%,0.5,0.6,1.3,0.4,0.9,1.4,0.4,0.1,1,1.3,3.8
125,11,24,0,6.2,50.00%,1.5,3.1,29.60%,0.3,1.1,33.30%,0.3,0.8,0.8,0.3,0.5,0.3,0.3,0.1,0.2,0.8,3.7
125,12,47,0,9.9,50.40%,1.3,2.5,0.00%,0,0,71.70%,0.8,1.1,2.3,0.7,1.6,0.4,0.3,0.1,0.5,1.2,3.3
125,13,53,3,15.2,46.50%,1.4,3,,0,0,70.00%,0.3,0.4,3.5,0.7,2.8,0.9,0.5,0.6,0.6,2.3,3
