Id,客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分（客场:主场）,sub,obj,result
4581,18,121,2胜6负,3胜6负,96:89,89,96,0
4582,93,18,4胜7负,3胜7负,107:93,93,107,1
4583,163,18,6胜5负,3胜8负,88:86,86,88,0
4584,18,72,3胜9负,5胜5负,89:99,99,89,1
4585,18,32,3胜10负,7胜7负,86:98,98,86,1
4586,149,18,8胜5负,3胜11负,104:98,98,104,1
4587,32,18,9胜7负,3胜12负,104:88,88,104,1
4588,121,18,6胜13负,3胜17负,96:94,94,96,0
4589,177,18,18胜8负,5胜20负,117:106,106,117,0
4590,18,37,5胜22负,10胜15负,105:110,110,105,1
4591,25,18,10胜19负,5胜23负,109:119,119,109,1
4592,18,11,6胜23负,18胜11负,103:80,80,103,1
4593,18,93,7胜23负,13胜21负,109:86,86,109,1
4594,170,18,14胜19负,9胜23负,95:114,114,95,0
4595,18,205,10胜23负,21胜14负,105:104,104,105,0
4596,72,18,27胜8负,12胜23负,106:103,103,106,0
4597,37,18,16胜20负,12胜24负,93:98,98,93,1
4598,18,65,13胜24负,25胜11负,114:111,111,114,0
4599,18,65,17胜27负,28胜15负,110:114,114,110,1
4600,11,18,25胜20负,17胜28负,103:95,95,103,1
4601,205,18,33胜19负,21胜32负,104:87,87,104,1
4602,100,18,33胜22负,22胜33负,89:106,106,89,0
4603,11,18,35胜22负,23胜33负,102:93,93,102,1
4604,51,18,10胜46负,23胜34负,121:115,115,121,0
4605,18,100,23胜35负,33胜26负,95:99,99,95,1
4606,18,184,23胜37负,41胜20负,93:103,103,93,0
4607,18,128,23胜41负,42胜20负,99:118,118,99,0
4608,65,18,42胜28负,26胜44负,104:108,108,104,1
4609,18,93,27胜44负,22胜51负,111:97,97,111,1
4610,72,18,56胜18负,28胜45负,95:105,105,95,0
4611,86,18,34胜41负,29胜47负,98:99,99,98,1
4612,25,18,35胜43负,30胜48负,107:103,103,107,0
4613,18,11,31胜49负,51胜29负,97:109,109,97,0
4614,18,51,31胜50负,17胜64负,112:90,90,112,1
4615,19,73,0胜0负,0胜0负,106:94,94,106,1
4616,136,19,0胜0负,1胜0负,87:92,92,87,1
4617,26,19,0胜3负,3胜0负,94:82,82,94,0
4618,19,164,3胜1负,3胜2负,100:92,92,100,1
4619,19,143,5胜1负,7胜0负,95:109,109,95,0
4620,12,19,8胜2负,5胜5负,99:104,104,99,0
4621,101,19,5胜4负,7胜5负,97:95,95,97,0
4622,19,33,7胜6负,5胜8负,88:109,109,88,0
4623,19,122,8胜7负,10胜6负,87:103,103,87,0
4624,19,38,8胜8负,3胜13负,83:87,87,83,1
4625,192,19,12胜10负,12胜10负,93:92,92,93,0
4626,19,59,12胜11负,1胜22负,107:95,95,107,1
4627,26,19,13胜8负,13胜11负,96:118,118,96,0
4628,19,87,16胜12负,16胜10负,93:92,92,93,0
4629,19,73,17胜12负,18胜12负,100:107,107,100,1
4630,19,52,17胜14负,14胜18负,96:108,108,96,0
4631,19,26,18胜15负,18胜14负,82:94,94,82,1
4632,94,19,19胜15负,18胜16负,89:115,115,89,0
4633,19,45,19胜16负,19胜15负,99:94,94,99,0
4634,38,19,10胜26负,20胜16负,89:103,103,89,0
4635,19,192,21胜17负,21胜19负,101:103,103,101,1
4636,143,19,37胜3负,21胜18负,95:113,113,95,0
4637,5,19,23胜16负,22胜18负,111:101,101,111,0
4638,19,185,22胜19负,22胜21负,123:114,114,123,0
4639,59,19,7胜39负,24胜21负,97:110,110,97,0
4640,12,19,32胜12负,25胜21负,114:106,106,114,0
4641,19,66,25胜22负,31胜15负,107:111,111,107,1
4642,19,38,25胜23负,12胜36负,105:100,100,105,0
4643,19,45,26胜23负,28胜22负,95:102,102,95,0
4644,66,19,34胜16负,27胜25负,103:89,89,103,1
4645,108,19,21胜32负,27胜26负,103:92,92,103,1
4646,19,101,27胜27负,24胜28负,86:98,98,86,1
4647,199,19,21胜33负,27胜28负,111:106,106,111,0
4648,19,33,29胜29负,24胜34负,102:91,91,102,1
4649,66,19,39胜18负,30胜29负,101:114,114,101,1
4650,19,206,31胜29负,50胜9负,81:97,97,81,1
4651,19,101,34胜32负,30胜35负,81:124,124,81,0
4652,73,19,38胜29负,34胜33负,118:114,114,118,0
4653,171,19,26胜41负,34胜34负,108:115,115,108,1
4654,38,19,19胜49负,35胜34负,103:115,115,103,1
4655,33,19,30胜40负,36胜34负,91:92,92,91,1
4656,19,87,41胜36负,44胜32负,89:107,107,89,0
4657,19,94,41胜37负,33胜44负,108:104,104,108,0
4658,101,19,38胜40负,42胜37负,99:112,112,99,0
4659,19,12,0胜0负,0胜0负,101:106,106,101,1
4660,19,12,0胜1负,1胜0负,90:107,107,90,0
4661,12,19,2胜0负,0胜2负,101:91,91,101,1
4662,12,19,3胜0负,0胜3负,100:98,98,100,1
4663,95,20,0胜1负,0胜1负,82:108,108,82,0
4664,34,20,1胜1负,1胜1负,83:98,98,83,1
4665,20,39,3胜1负,1胜3负,101:109,109,101,1
4666,109,20,2胜2负,3胜2负,86:103,103,86,0
4667,20,207,4胜4负,5胜3负,86:96,96,86,1
4668,20,109,4胜5负,3胜5负,106:95,95,106,1
4669,20,53,6胜5负,4胜6负,102:105,105,102,1
4670,46,20,6胜6负,6胜7负,94:92,92,94,0
4671,88,20,4胜9负,6胜9负,84:107,107,84,0
4672,20,123,8胜9负,9胜8负,88:106,106,88,0
4673,20,46,9胜10负,10胜7负,121:114,114,121,0
4674,20,74,10胜10负,10胜9负,121:85,85,121,1
4675,193,20,18胜12负,14胜16负,98:86,86,98,0
4676,144,20,26胜4负,14胜17负,119:113,113,119,0
4677,13,20,23胜6负,14胜18负,90:106,106,90,0
4678,34,20,14胜15负,15胜18负,119:94,94,119,1
4679,20,74,15胜19负,16胜16负,98:105,105,98,0
4680,20,88,15胜20负,10胜24负,107:98,98,107,1
4681,27,20,17胜18负,16胜20负,121:116,116,121,0
4682,20,137,18胜23负,24胜16负,77:110,110,77,0
4683,20,158,18胜24负,15胜29负,102:97,97,102,1
4684,74,20,24胜17负,19胜24负,95:118,118,95,0
4685,102,20,23胜19负,20胜24负,112:113,113,112,1
4686,20,88,21胜25负,17胜30负,103:116,116,103,1
4687,20,27,23胜27负,27胜22负,84:105,105,84,0
4688,158,20,18胜36负,24胜28负,102:121,121,102,1
4689,46,20,37胜21负,28胜30负,104:98,98,104,1
4690,20,27,31胜32负,32胜31负,98:115,115,98,0
4691,13,20,42胜20负,31胜33负,101:106,106,101,1
4692,20,13,33胜33负,43胜22负,96:128,128,96,0
4693,20,95,34胜38负,26胜46负,87:115,115,87,0
4694,20,53,34胜39负,27胜46负,95:109,109,95,0
4695,67,20,47胜31负,35胜42负,105:102,102,105,0
4696,20,193,36胜43负,43胜37负,103:90,90,103,1
4697,102,20,48胜32负,37胜43负,105:101,101,105,0
4698,91,35,2胜3负,2胜2负,74:82,82,74,1
4699,35,91,10胜4负,5胜9负,98:86,86,98,0
4700,35,84,11胜4负,11胜3负,89:102,102,89,0
4701,119,35,14胜4负,11胜5负,117:111,111,117,0
4702,30,35,9胜9负,11胜7负,97:88,88,97,0
4703,35,63,11胜9负,4胜18负,94:88,88,94,0
4704,56,35,13胜14负,13胜12负,92:95,95,92,1
4705,42,35,13胜13负,14胜12负,93:76,76,93,0
4706,35,30,14胜13负,14胜12负,93:108,108,93,0
4707,9,35,7胜24负,15胜14负,100:103,103,100,1
4708,35,203,16胜14负,24胜8负,73:104,104,73,0
4709,35,119,16胜15负,24胜6负,110:93,93,110,1
4710,35,98,17胜15负,4胜26负,115:113,113,115,0
4711,168,35,13胜20负,18胜15负,93:113,113,93,0
4712,23,35,23胜14负,21胜15负,86:97,97,86,1
4713,70,35,22胜16负,23胜16负,89:94,94,89,1
4714,35,49,24胜16负,25胜13负,88:85,85,88,0
4715,35,189,26胜16负,27胜14负,77:101,101,77,0
4716,35,98,29胜20负,13胜35负,74:89,89,74,1
4717,203,35,39胜12负,29胜21负,111:86,86,111,1
4718,105,35,33胜20负,30胜22负,108:119,119,108,1
4719,30,35,26胜25负,31胜22负,111:113,113,111,1
4720,35,30,32胜22负,26胜26负,97:94,94,97,0
4721,182,35,30胜26负,33胜22负,106:96,96,106,1
4722,189,35,36胜18负,33胜23负,76:72,72,76,0
4723,35,196,33胜24负,20胜37负,101:97,97,101,1
4724,98,35,19胜40负,35胜26负,78:95,95,78,1
4725,35,70,36胜26负,34胜27负,93:80,80,93,0
4726,70,35,36胜29负,38胜27负,105:93,93,105,1
4727,35,175,39胜28负,32胜35负,113:96,96,113,1
4728,35,105,42胜29负,49胜24负,87:109,109,87,0
4729,35,9,42胜31负,22胜51负,113:95,95,113,1
4730,35,63,47胜32负,31胜48负,87:93,93,87,1
4731,2,35,0胜1负,1胜0负,90:82,82,90,0
4732,35,2,2胜3负,3胜2负,95:92,92,95,0
4733,36,92,1胜1负,1胜2负,86:107,107,86,0
4734,134,36,0胜3负,1胜2负,88:104,104,88,0
4735,24,36,6胜0负,2胜3负,96:91,91,96,0
4736,36,169,2胜4负,1胜5负,86:107,107,86,0
4737,127,36,8胜2负,3胜6负,108:98,98,108,1
4738,36,113,3胜8负,7胜6负,81:111,111,81,0
4739,17,36,4胜8负,3胜9负,109:97,97,109,1
4740,36,64,3胜10负,6胜7负,102:100,100,102,0
4741,155,36,7胜8负,4胜10负,99:94,94,99,0
4742,36,190,4胜12负,8胜7负,97:88,88,97,0
4743,106,36,10胜6负,5胜12负,111:87,87,111,1
4744,148,36,15胜8负,7胜14负,93:102,102,93,0
4745,36,17,8胜14负,10胜13负,99:103,103,99,0
4746,99,36,10胜13负,9胜15负,113:107,107,113,0
4747,36,57,9胜16负,7胜19负,120:121,121,120,1
4748,24,36,22胜5负,9胜17负,103:86,86,103,1
4749,3,36,10胜16负,9胜18负,95:78,78,95,0
4750,31,36,6胜22负,9胜19负,93:104,104,93,0
4751,36,204,10胜20负,24胜7负,92:113,113,92,0
4752,36,120,10胜21负,25胜6负,95:93,93,95,0
4753,10,36,11胜21负,11胜21负,82:89,89,82,1
4754,36,64,15胜21负,17胜17负,80:96,96,80,1
4755,36,71,15胜22负,20胜18负,127:110,110,127,0
4756,120,36,37胜10负,20胜23负,120:95,95,120,1
4757,36,24,20胜24负,35胜10负,96:97,97,96,1
4758,36,106,26胜29负,25胜31负,112:89,89,112,1
4759,190,36,34胜25负,29胜29负,94:103,103,94,0
4760,169,36,22胜40负,30胜30负,89:104,104,89,0
4761,64,36,35胜26负,31胜30负,97:101,101,97,0
4762,36,99,33胜30负,34胜31负,94:101,101,94,0
4763,162,36,38胜28负,33胜31负,95:108,108,95,0
4764,10,36,29胜44负,37胜33负,97:108,108,97,0
4765,36,92,43胜34负,22胜55负,111:115,115,111,1
4766,71,36,35胜43负,43胜35负,93:88,88,93,0
4767,36,10,44胜37负,32胜49负,85:114,114,85,0
4768,36,64,1胜0负,0胜1负,95:100,100,95,0
4769,64,36,1胜2负,2胜1负,87:79,79,87,0
4770,36,64,2胜2负,2胜2负,113:115,115,113,1
4771,36,64,3胜3负,3胜3负,104:103,103,104,0
4772,36,85,0胜1负,1胜0负,82:94,94,82,1
4773,85,36,2胜0负,0胜2负,90:104,104,90,0
4774,121,37,1胜2负,1胜1负,85:116,116,85,0
4775,93,37,2胜4负,3胜2负,96:104,104,96,0
4776,86,37,5胜5负,4胜5负,95:83,83,95,0
4777,37,121,4胜7负,3胜10负,94:92,92,94,0
4778,37,205,5胜7负,8胜4负,87:99,99,87,1
4779,72,37,11胜6负,8胜9负,98:75,75,98,0
4780,11,37,11胜7负,8胜10负,110:88,88,110,1
4781,37,4,8胜11负,12胜8负,80:105,105,80,0
4782,37,11,10胜14负,14胜10负,91:95,95,91,1
4783,107,37,12胜16负,11胜15负,96:102,102,96,0
4784,37,44,12胜15负,10胜16负,109:107,107,109,0
4785,25,37,10胜20负,13胜15负,110:85,85,110,1
4786,37,4,14胜16负,22胜9负,96:82,82,96,0
4787,184,37,26胜11负,16胜21负,113:99,99,113,1
4788,37,100,16胜23负,27胜12负,102:80,80,102,1
4789,37,135,18胜25负,15胜28负,73:108,108,73,0
4790,37,72,18胜26负,37胜8负,102:113,113,102,1
4791,65,37,31胜15负,18胜27负,127:122,122,127,0
4792,37,65,19胜28负,33胜16负,109:93,93,109,1
4793,51,37,10胜39负,20胜28负,88:92,92,88,1
4794,37,100,21胜28负,31胜20负,77:114,114,77,0
4795,37,107,22胜31负,20胜35负,110:82,82,110,1
4796,37,184,23胜32负,39胜18负,98:102,102,98,0
4797,135,37,25胜36负,25胜35负,95:88,88,95,0
4798,37,58,25胜38负,15胜50负,94:87,87,94,0
4799,11,37,47胜26负,30胜40负,98:106,106,98,0
4800,25,37,32胜41负,32胜40负,106:111,111,106,1
4801,65,37,45胜30负,34胜40负,109:114,114,109,1
4802,128,37,50胜26负,35胜41负,96:106,106,96,0
4803,100,37,45胜33负,36胜42负,80:117,117,80,0
4804,37,32,37胜42负,39胜40负,73:96,96,73,1
4805,93,37,25胜56负,37胜44负,88:101,101,88,0
4806,37,72,0胜0负,0胜0负,92:99,99,92,1
4807,72,37,2胜0负,0胜2负,83:91,91,83,1
4808,72,37,2胜1负,1胜2负,115:120,120,115,1
4809,38,206,0胜1负,0胜1负,75:102,102,75,0
4810,38,73,0胜4负,4胜1负,87:101,101,87,0
4811,157,38,0胜4负,0胜5负,104:98,98,104,1
4812,38,122,3胜11负,9胜6负,99:110,110,99,0
4813,185,38,10胜11负,5胜15负,105:110,110,105,1
4814,94,38,12胜11负,7胜16负,105:82,82,105,1
4815,87,38,14胜9负,7胜17负,104:98,98,104,1
4816,38,26,7胜18负,15胜9负,97:104,104,97,0
4817,38,5,7胜20负,15胜10负,105:102,102,105,0
4818,178,38,15胜13负,8胜20负,119:118,118,119,0
4819,38,94,9胜22负,18胜13负,93:100,100,93,0
4820,66,38,21胜15负,10胜24负,91:74,74,91,0
4821,94,38,19胜17负,10胜25负,83:77,77,83,0
4822,206,38,32胜6负,10胜27负,106:79,79,106,1
4823,52,38,20胜20负,10胜28负,104:110,110,104,1
4824,122,38,33胜12负,11胜33负,106:116,116,106,1
4825,38,178,12胜34负,26胜22负,79:91,91,79,1
4826,26,38,25胜23负,12胜37负,114:100,100,114,0
4827,171,38,21胜28负,12胜38负,119:128,128,119,1
4828,192,38,30胜22负,14胜39负,109:90,90,109,1
4829,38,164,15胜42负,14胜43负,116:106,106,116,0
4830,38,136,16胜42负,28胜29负,98:96,96,98,0
4831,38,66,18胜45负,41胜20负,99:104,104,99,0
4832,38,59,18胜46负,8胜56负,89:95,95,89,1
4833,33,38,28胜38负,18胜47负,109:100,100,109,0
4834,59,38,9胜57负,18胜48负,114:131,131,114,1
4835,12,38,51胜20负,19胜51负,95:104,104,95,0
4836,26,38,38胜33负,20胜51负,110:120,120,110,1
4837,38,12,21胜53负,52胜22负,87:107,107,87,0
4838,199,38,28胜47负,21胜55负,106:87,87,106,1
4839,38,101,21胜56负,37胜40负,103:121,121,103,1
4840,38,26,21胜58负,42胜37负,105:129,129,105,1
4841,101,38,39胜41负,21胜59负,120:111,111,120,0
4842,66,38,55胜26负,21胜60负,103:96,96,103,1
4843,39,34,1胜1负,0胜1负,108:110,110,108,1
4844,39,123,4胜7负,7胜5负,105:124,124,105,1
4845,34,39,8胜8负,5胜12负,111:93,93,111,1
4846,39,34,5胜13负,9胜8负,103:112,112,103,1
4847,102,39,6胜12负,5胜14负,118:113,113,118,0
4848,39,207,6胜15负,18胜5负,101:130,130,101,1
4849,39,186,6胜16负,17胜7负,118:122,122,118,1
4850,39,95,7胜17负,11胜16负,111:118,118,111,1
4851,39,60,7胜18负,6胜20负,107:108,108,107,1
4852,39,67,7胜19负,19胜8负,104:116,116,104,1
4853,39,13,7胜21负,21胜6负,99:119,119,99,0
4854,39,102,8胜23负,15胜16负,95:118,118,95,0
4855,39,27,8胜25负,18胜18负,109:121,121,109,1
4856,13,39,26胜8负,8胜26负,116:108,108,116,0
4857,74,39,21胜16负,8胜28负,117:97,97,117,1
4858,39,67,8胜30负,25胜13负,113:132,132,113,1
4859,186,39,31胜11负,8胜31负,137:112,112,137,0
4860,207,39,34胜9负,9胜34负,112:86,86,112,1
4861,88,39,15胜30负,9胜35负,109:106,106,109,0
4862,27,39,26胜22负,9胜40负,106:97,97,106,1
4863,67,39,30胜21负,9胜41负,103:95,95,103,1
4864,193,39,33胜23负,9胜45负,112:103,103,112,0
4865,34,39,24胜30负,9胜46负,129:125,125,129,0
4866,39,109,9胜47负,25胜32负,109:129,129,109,1
4867,39,137,10胜49负,37胜24负,97:112,112,97,0
4868,39,193,10胜51负,36胜27负,122:109,109,122,0
4869,39,74,11胜51负,34胜29负,105:110,110,105,1
4870,39,179,11胜52负,27胜36负,96:105,105,96,0
4871,165,39,22胜49负,14胜56负,98:126,126,98,0
4872,39,102,15胜56负,43胜28负,108:129,129,108,1
4873,39,74,15胜57负,37胜35负,107:92,92,107,1
4874,39,20,16胜58负,34胜41负,89:90,90,89,1
4875,95,39,27胜49负,16胜59负,111:121,121,111,1
4876,74,39,39胜37负,17胜59负,82:91,91,82,1
4877,6,39,39胜40负,19胜60负,106:107,107,106,1
4878,39,46,20胜60负,51胜29负,105:114,114,105,1
4879,28,110,0胜1负,0胜1负,85:96,96,85,1
4880,28,21,1胜4负,2胜2负,94:90,90,94,0
4881,152,28,8胜2负,5胜5负,118:107,107,118,0
4882,28,14,5胜9负,5胜10负,89:103,103,89,0
4883,89,28,15胜4负,6胜12负,85:96,96,85,1
4884,180,28,8胜13负,8胜13负,91:97,97,91,1
4885,68,28,19胜13负,12胜16负,95:80,80,95,0
4886,28,82,13胜18负,27胜9负,89:101,101,89,0
4887,28,180,14胜23负,18胜23负,84:93,93,84,1
4888,96,28,12胜27负,14胜24负,87:100,100,87,0
4889,28,7,15胜24负,8胜33负,102:88,88,102,1
4890,187,28,20胜23负,16胜24负,94:81,81,94,0
4891,28,0,16胜25负,30胜14负,83:92,92,83,1
4892,68,28,29胜16负,16胜26负,90:98,98,90,1
4893,61,28,14胜37负,19胜30负,74:92,92,74,1
4894,28,96,20胜30负,13胜37负,85:100,100,85,0
4895,28,187,20胜31负,28胜26负,86:89,89,86,1
4896,21,28,23胜28负,20胜32负,103:97,97,103,1
4897,14,28,22胜39负,22胜36负,90:92,92,90,1
4898,89,28,42胜26负,26胜40负,93:89,89,93,0
4899,0,28,52胜19负,29胜42负,95:87,87,95,0
4900,28,61,29胜44负,20胜53负,104:98,98,104,1
4901,28,21,30胜44负,34胜42负,88:89,89,88,1
4902,28,89,31胜45负,48胜29负,72:78,78,72,1
4903,61,28,22胜58负,33胜47负,86:93,93,86,1
4904,97,29,0胜2负,1胜1负,81:102,102,81,0
4905,29,104,2胜1负,3胜2负,86:91,91,86,1
4906,202,29,6胜3负,2胜6负,103:106,106,103,1
4907,29,181,6胜10负,10胜7负,105:99,99,105,1
4908,15,29,4胜17负,8胜11负,82:103,103,82,0
4909,29,8,11胜14负,10胜14负,113:112,112,113,0
4910,90,29,16胜11负,12胜14负,99:94,94,99,0
4911,90,29,20胜12负,13胜18负,93:90,90,93,0
4912,97,29,7胜26负,13胜20负,118:119,119,118,1
4913,1,29,32胜8负,15胜23负,106:104,104,106,0
4914,48,29,18胜21负,15胜24负,114:119,119,114,1
4915,29,62,16胜24负,13胜27负,105:99,99,105,1
4916,8,29,16胜24负,18胜24负,105:115,115,105,1
4917,22,29,27胜19负,22胜25负,125:104,104,125,0
4918,188,29,27胜22负,24胜27负,99:95,95,99,0
4919,8,29,17胜34负,25胜28负,98:107,107,98,0
4920,125,29,27胜29负,27胜28负,94:116,116,94,0
4921,22,29,37胜22负,29胜30负,105:99,99,105,1
4922,29,22,29胜32负,40胜22负,109:118,118,109,1
4923,62,29,22胜42负,30胜33负,86:92,92,86,1
4924,189,30,2胜1负,2胜0负,108:90,90,108,1
4925,30,98,2胜1负,0胜3负,101:91,91,101,1
4926,42,30,2胜3负,3胜1负,96:92,92,96,0
4927,23,30,3胜5负,4胜2负,85:99,99,85,1
4928,30,112,7胜6负,6胜8负,85:95,95,85,1
4929,30,196,8胜7负,4胜11负,81:102,102,81,0
4930,30,9,11胜9负,5胜18负,90:86,86,90,0
4931,9,30,5胜23负,14胜11负,94:82,82,94,0
4932,84,30,20胜7负,15胜12负,85:104,104,85,0
4933,203,30,25胜8负,16胜13负,117:110,110,117,0
4934,30,154,19胜17负,16胜21负,88:104,104,88,0
4935,30,9,22胜18负,11胜32负,108:113,113,108,1
4936,91,30,14胜32负,24胜21负,98:107,107,98,0
4937,16,30,19胜32负,25胜23负,105:100,100,105,0
4938,98,30,14胜35负,25胜24负,102:90,90,102,1
4939,70,30,30胜23负,26胜27负,103:102,102,103,0
4940,30,182,27胜28负,31胜27负,110:107,107,110,0
4941,133,30,32胜27负,29胜28负,108:109,109,108,1
4942,30,140,30胜29负,35胜28负,103:93,93,103,1
4943,91,30,18胜48负,32胜32负,109:115,115,109,1
4944,126,30,31胜35负,33胜32负,95:102,102,95,0
4945,30,70,34胜32负,37胜30负,90:98,98,90,1
4946,70,30,38胜31负,34胜34负,104:99,99,104,1
4947,63,30,29胜47负,36胜39负,83:100,100,83,0
4948,30,91,37胜40负,19胜59负,103:113,113,103,1
4949,105,30,55胜25负,37胜43负,112:111,111,112,0
4950,30,119,37胜44负,60胜21负,95:89,89,95,0
4951,31,43,0胜1负,0胜1负,105:98,98,105,1
4952,10,31,2胜2负,1胜2负,104:109,109,104,1
4953,176,31,3胜3负,2胜2负,91:83,83,91,0
4954,31,24,2胜5负,8胜0负,77:104,104,77,0
4955,120,31,5胜3负,2胜6负,92:79,79,92,0
4956,99,31,6胜8负,2胜11负,100:92,92,100,1
4957,31,99,3胜15负,9胜9负,109:105,105,109,0
4958,31,3,4胜16负,8胜10负,78:74,74,78,0
4959,204,31,16胜4负,5胜16负,109:77,77,109,1
4960,31,176,5胜18负,13胜10负,93:106,106,93,0
4961,50,31,7胜17负,5胜19负,107:101,101,107,0
4962,31,10,5胜20负,9胜15负,111:114,114,111,1
4963,31,134,7胜24负,10胜24负,87:96,96,87,1
4964,31,162,7胜25负,19胜12负,100:116,116,100,1
4965,31,120,7胜28负,27胜9负,85:101,101,85,0
4966,31,64,7胜29负,18胜17负,94:116,116,94,0
4967,190,31,18胜19负,7胜30负,82:77,77,82,0
4968,31,204,7胜32负,31胜9负,82:110,110,82,0
4969,31,10,8胜33负,15胜27负,78:93,93,78,1
4970,31,92,8胜37负,12胜35负,102:113,113,102,1
4971,31,190,8胜38负,25胜20负,90:99,99,90,1
4972,31,106,9胜39负,23胜23负,100:110,110,100,1
4973,106,31,24胜28负,10胜43负,101:90,90,101,1
4974,24,31,41胜13负,10胜44负,110:100,100,110,0
4975,31,24,11胜45负,43胜13负,96:101,101,96,0
4976,36,31,27胜29负,11胜46负,107:98,98,107,1
4977,169,31,21胜39负,12胜47负,116:102,102,116,0
4978,92,31,19胜45负,12胜50负,98:105,105,98,0
4979,31,71,13胜51负,27胜35负,97:102,102,97,0
4980,155,31,24胜46负,13胜58负,105:108,108,105,1
4981,31,85,14胜60负,51胜22负,77:96,96,77,1
4982,31,3,14胜61负,43胜32负,90:102,102,90,0
4983,64,31,44胜32负,14胜62负,102:98,98,102,1
4984,24,31,53胜25负,14胜63负,104:102,102,104,0
4985,10,31,32胜47负,14胜64负,116:119,119,116,1
4986,31,64,15胜65负,47胜33负,100:110,110,100,1
4987,71,31,37胜44负,15胜66负,111:103,103,111,0
4988,32,100,1胜1负,1胜1负,97:108,108,97,0
4989,32,25,1胜2负,1胜2负,87:81,81,87,0
4990,4,32,3胜1负,2胜2负,95:86,86,95,0
4991,121,32,2胜5负,3胜4负,78:85,85,78,1
4992,32,37,6胜5负,4胜6负,122:118,118,122,0
4993,32,65,7胜5负,9胜2负,82:124,124,82,0
4994,184,32,12胜4负,10胜7负,117:103,103,117,0
4995,32,11,10胜8负,8胜7负,108:111,111,108,1
4996,32,170,13胜13负,11胜14负,108:107,107,108,0
4997,32,72,14胜15负,21胜7负,107:77,77,107,1
4998,32,11,16胜16负,18胜13负,96:80,80,96,0
4999,32,4,20胜18负,25胜12负,87:95,95,87,1
5000,51,32,5胜35负,20胜19负,79:95,95,79,1
5001,32,205,22胜21负,28胜17负,95:101,101,95,0
5002,32,93,23胜22负,15胜33负,115:100,100,115,0
5003,128,32,32胜15负,24胜22负,88:95,95,88,1
5004,37,32,21胜29负,28胜23负,97:103,103,97,0
5005,107,32,20胜33负,30胜23负,81:89,89,81,1
5006,32,107,32胜27负,20胜39负,95:106,106,95,0
5007,93,32,21胜44负,33胜30负,91:97,97,91,1
5008,32,198,34胜32负,36胜30负,84:85,85,84,1
5009,205,32,41胜25负,34胜33负,114:103,103,114,0
5010,11,32,45胜26负,34胜35负,108:90,90,108,1
5011,142,32,59胜13负,36胜36负,108:95,95,108,1
5012,32,44,37胜38负,34胜41负,110:101,101,110,0
5013,11,32,50胜27负,38胜39负,104:99,99,104,1
5014,32,4,0胜1负,1胜0负,82:91,91,82,1
5015,33,66,0胜2负,2胜0负,87:106,106,87,0
5016,33,38,0胜3负,0胜3负,103:96,96,103,1
5017,33,52,2胜3负,2胜3负,99:92,92,99,0
5018,33,108,4胜4负,3胜4负,102:103,103,102,1
5019,12,33,8胜1负,4胜5负,105:108,108,105,1
5020,33,101,5胜5负,4胜4负,86:115,115,86,0
5021,33,12,5胜6负,8胜3负,100:115,115,100,1
5022,33,26,5胜7负,7胜5负,86:123,123,86,0
5023,33,94,6胜9负,7胜8负,90:114,114,90,0
