客场队名,主场队名,客场本场前战绩,主场本场前战绩,比分
198,191,42胜35负,52胜25负,74:110
191,135,53胜25负,36胜42负,89:88
191,149,54胜25负,53胜26负,86:94
191,142,54胜26负,65胜15负,107:111
25,191,38胜43负,54胜27负,83:95
128,191,0胜0负,0胜0负,86:100
191,128,2胜0负,0胜2负,115:109
191,128,3胜0负,0胜3负,92:99
128,191,1胜3负,3胜1负,93:99
191,142,0胜1负,1胜0负,97:90
142,191,1胜2负,2胜1负,101:84
142,191,3胜2负,2胜3负,108:95
12,192,0胜1负,0胜0负,106:76
192,26,0胜1负,0胜1负,112:103
38,192,0胜2负,1胜1负,91:101
192,143,2胜1负,3胜0负,69:119
192,129,3胜2负,3胜2负,96:115
192,136,3胜3负,3胜2负,79:89
143,192,8胜0负,3胜5负,100:84
129,192,4胜5负,3胜6负,100:101
192,115,4胜6负,4胜5负,114:106
178,192,9胜5负,7胜7负,96:110
192,185,8胜7负,5胜9负,102:93
59,192,0胜17负,9胜8负,84:92
164,192,8胜12负,11胜9负,93:95
192,87,13胜11负,12胜9负,97:100
101,192,10胜12负,13胜12负,95:112
192,5,14胜12负,14胜8负,85:98
192,178,14胜13负,14胜12负,88:97
192,101,16胜14负,12胜14负,91:100
192,136,18胜16负,14胜17负,87:92
192,129,18胜17负,15胜21负,91:78
192,122,19胜17负,24胜11负,94:112
45,192,19胜17负,20胜18负,98:101
52,192,20胜21负,22胜19负,95:103
192,108,24胜19负,16胜26负,102:101
192,115,25胜19负,13胜31负,101:106
33,192,20胜27负,26胜20负,83:103
171,192,20胜26负,27胜20负,117:121
178,192,28胜25负,30胜20负,114:110
129,192,25胜27负,30胜21负,112:106
192,38,30胜22负,14胜39负,109:90
115,192,17胜37负,31胜22负,104:109
192,66,32胜22负,35胜18负,85:98
157,192,11胜47负,32胜23负,119:128
192,157,33胜23负,11胜48负,112:95
192,108,34胜24负,23胜36负,103:96
192,12,37胜25负,44胜17负,106:103
192,45,38胜25负,38胜26负,96:116
192,73,39胜26负,36胜29负,83:95
115,192,21胜46负,39胜28负,114:108
192,157,41胜30负,14胜55负,100:107
192,206,41胜31负,60胜11负,104:110
206,192,61胜12负,41胜32负,101:87
108,192,31胜44负,41胜33负,109:105
66,192,50胜24负,41胜34负,99:95
192,178,42胜36负,40胜38负,93:103
143,192,70胜9负,42胜37负,100:99
192,150,42胜38负,52胜28负,84:110
192,143,42胜39负,72胜9负,104:125
206,192,3胜0负,0胜3负,116:95
116,193,0胜0负,0胜0负,98:102
193,53,1胜0负,0胜1负,104:111
193,116,2胜1负,0胜2负,80:116
130,193,3胜3负,3胜3负,100:94
109,193,3胜3负,3胜4负,107:108
193,34,4胜4负,4胜4负,96:106
193,137,4胜5负,7胜4负,102:96
193,151,5胜5负,10胜1负,111:107
193,179,6胜5负,2胜8负,80:64
193,60,9胜5负,4胜10负,104:99
193,67,11胜7负,11胜6负,105:120
158,193,10胜11负,12胜8负,100:103
193,13,17胜8负,17胜5负,86:103
13,193,18胜5负,17胜9负,85:93
172,193,9胜16负,18胜9负,96:92
137,193,17胜10负,18胜10负,82:73
46,193,15胜12负,18胜11负,112:109
193,20,18胜12负,14胜16负,98:86
186,193,22胜8负,19胜12负,109:115
193,46,20胜13负,18胜13负,103:113
123,193,20胜12负,20胜14负,80:114
193,172,21胜14负,14胜18负,112:98
193,158,22胜14负,12胜25负,102:116
193,151,22胜15负,23胜14负,106:115
193,144,22胜16负,31胜5负,128:119
137,193,23胜15负,23胜16负,79:88
6,193,20胜21负,25胜17负,108:104
193,102,25胜18负,21胜19负,101:104
186,193,33胜13负,26胜19负,119:95
193,130,27胜20负,20胜27负,109:112
193,165,28胜21负,15胜32负,115:96
193,109,29胜21负,21胜26负,119:99
193,123,30胜21负,28胜22负,102:114
193,116,30胜22负,19胜31负,107:99
207,193,39胜11负,31胜22负,74:89
165,193,16胜36负,32胜22负,91:110
200,193,22胜34负,34胜23负,95:91
165,193,18胜41负,35胜25负,112:130
193,179,36胜25负,24胜36负,100:104
193,186,36胜26负,43胜19负,108:123
151,193,38胜26负,36胜28负,114:98
74,193,36胜29负,36胜29负,107:90
193,74,38胜30负,37胜30负,103:91
193,200,40胜30负,29胜41负,82:95
193,207,40胜31负,54胜16负,90:97
193,144,40胜32负,58胜14负,94:106
193,172,40胜33负,28胜45负,90:91
179,193,31胜43负,41胜34负,90:99
193,207,42胜35负,59胜17负,89:95
20,193,36胜43负,43胜37负,103:90
179,193,32胜49负,43胜38负,100:93
207,193,2胜0负,0胜2负,94:105
207,193,2胜1负,1胜2负,108:110
193,207,2胜2负,2胜2负,103:116
207,193,3胜2负,2胜3负,103:96
110,89,1胜3负,1胜1负,86:128
68,89,6胜1负,4胜1负,89:93
131,89,4胜3负,5胜1负,104:94
187,89,4胜6负,6胜3负,72:89
89,201,9胜3负,11胜1负,97:106
89,96,11胜4负,5胜9负,100:99
14,89,6胜11负,12胜4负,79:90
89,0,13胜4负,9胜6负,107:78
89,28,15胜4负,6胜12负,85:96
68,89,13胜8负,15胜5负,80:74
89,131,15胜7负,16胜7负,105:117
89,103,16胜8负,14胜9负,94:111
54,89,10胜16负,16胜9负,97:89
201,89,25胜3负,16胜12负,101:123
138,89,13胜20负,21胜12负,90:110
180,89,16胜19负,23胜12负,95:110
89,173,24胜12负,26胜9负,117:107
89,194,25胜12负,22胜16负,89:92
89,117,25胜13负,26胜13负,124:125
61,89,13胜29负,27胜15负,72:112
14,89,16胜28负,29胜15负,103:96
89,21,29胜16负,16胜25负,111:96
7,89,8胜38负,30胜17负,87:103
89,187,31胜17负,24胜24负,97:100
89,40,32胜19负,37胜12负,80:91
89,54,33胜20负,24胜27负,99:95
194,89,32胜22负,34胜20负,99:93
96,89,15胜38负,35胜21负,76:101
166,89,13胜41负,36胜21负,111:105
47,89,30胜27负,38胜22负,110:116
89,82,39胜22负,43胜17负,99:96
124,89,35胜27负,40胜23负,89:85
89,166,40胜24负,15胜46负,106:102
89,159,41胜25负,33胜30负,111:88
89,28,42胜26负,26胜40负,93:89
103,89,41胜27负,43胜26负,82:85
89,47,45胜26负,35胜35负,111:99
89,47,47胜26负,35胜38负,106:113
89,68,47胜27负,42胜32负,82:85
89,61,48胜28负,20胜55负,98:102
28,89,31胜45负,48胜29负,72:78
0,89,59胜20负,50胜29负,102:99
89,54,50胜30负,41胜39负,95:85
21,89,37胜44负,51胜30负,74:92
68,89,0胜0负,0胜0负,103:93
68,89,3胜1负,1胜3负,76:101
90,118,0胜0负,0胜0负,89:97
181,90,0胜0负,0胜1负,95:104
90,15,4胜1负,1胜3负,78:89
1,90,6胜1负,5胜2负,97:83
90,167,5胜3负,3胜5负,104:97
90,125,6胜3负,7胜2负,107:104
202,90,9胜5负,10胜3负,85:83
90,41,11胜4负,6胜9负,56:87
90,22,11胜5负,11胜4负,102:83
41,90,7胜9负,12胜5负,91:83
22,90,12胜6负,12胜7负,106:85
90,55,12胜8负,14胜6负,69:74
90,22,14胜9负,16胜6负,85:81
69,90,17胜9负,16胜10负,89:87
111,90,13胜15负,17胜11负,89:102
55,90,20胜9负,18胜11负,87:103
90,83,20胜11负,24胜7负,78:90
90,69,22胜12负,19胜14负,78:83
90,97,22胜13负,7胜27负,102:95
118,90,28胜7负,23胜13负,105:102
90,62,24胜14负,12胜25负,92:88
22,90,23胜15负,26胜15负,94:107
90,83,29胜16负,32胜11负,81:91
8,90,17胜27负,30胜18负,80:93
174,90,29胜23负,32胜19负,100:98
104,90,28胜24负,32胜20负,104:101
90,15,32胜21负,19胜33负,95:102
90,55,32胜23负,29胜25负,88:82
90,97,34胜23负,13胜44负,85:93
69,90,34胜24负,34胜24负,109:81
90,8,34胜25负,20胜38负,100:84
55,90,31胜28负,35胜25负,100:113
90,132,36胜26负,33胜30负,107:117
90,188,37胜28负,40胜25负,76:88
90,22,0胜0负,0胜0负,81:77
22,90,2胜1负,1胜2负,101:99
90,22,1胜3负,3胜1负,87:105
161,91,1胜1负,1胜0负,94:115
91,2,2胜0负,2胜1负,93:99
35,91,1胜2负,2胜2负,107:68
49,91,4胜0负,2胜4负,99:89
91,16,2胜5负,1胜8负,110:106
91,63,3胜5负,2胜7负,86:97
91,70,3胜6负,4胜4负,72:81
16,91,2胜9负,3胜7负,74:90
9,91,3胜8负,4胜7负,104:108
35,91,10胜4负,5胜9负,98:86
91,154,5胜10负,8胜8负,113:103
91,140,6胜10负,10胜6负,102:94
91,133,7胜10负,9胜10负,81:87
91,168,7胜11负,5胜12负,82:91
140,91,15胜7负,8胜13负,85:99
112,91,12胜9负,10胜13负,93:102
91,63,12胜13负,8胜19负,90:93
133,91,14胜14负,12胜14负,97:93
196,91,5胜22负,12胜15负,97:94
91,98,12胜16负,3胜23负,97:105
2,91,16胜13负,12胜19负,96:94
49,91,22胜10负,12胜20负,114:106
91,126,12胜21负,18胜15负,119:125
91,105,12胜22负,20胜16负,105:108
91,147,12胜23负,28胜8负,104:101
175,91,17胜24负,14胜25负,111:105
63,91,15胜27负,14胜27负,97:95
16,91,16胜27负,14胜28负,104:102
91,35,14胜29负,26胜18负,77:97
91,49,14胜30负,27胜15负,97:113
91,42,14胜31负,22胜23负,84:97
91,30,14胜32负,24胜21负,98:107
91,56,14胜33负,20胜26负,61:78
126,91,25胜25负,14胜36负,104:110
70,91,28胜22负,15胜36负,108:76
91,175,15胜38负,23胜29负,96:111
91,189,15胜39负,35胜18负,82:88
9,91,17胜37负,15胜40负,118:94
168,91,19胜39负,16胜41负,125:101
182,91,31胜28负,16胜42负,118:110
189,91,38胜19负,16胜43负,108:82
91,196,16胜44负,21胜39负,105:102
91,84,17胜44负,44胜14负,96:97
23,91,38胜23负,17胜45负,115:86
56,91,23胜38负,17胜46负,91:99
91,119,18胜47负,48胜17负,104:117
91,30,18胜48负,32胜32负,109:115
119,91,50胜19负,18胜51负,97:89
84,91,55胜14负,18胜52负,108:94
98,91,26胜45负,18胜54负,92:97
91,70,19胜54负,40胜33负,88:97
91,203,19胜56负,55胜19负,84:98
91,2,19胜57负,41胜33负,86:87
91,9,19胜58负,23胜52负,85:91
30,91,37胜40负,19胜59负,103:113
42,91,40胜39负,20胜59负,120:88
2,91,43胜37负,20胜60负,102:84
91,84,20胜61负,65胜16负,93:105
92,24,0胜0负,0胜0负,87:97
92,113,0胜1负,0胜0负,115:120
36,92,1胜1负,1胜2负,86:107
148,92,3胜1负,2胜2负,90:98
43,92,1胜4负,3胜2负,91:89
92,71,3胜3负,2胜3负,94:104
31,92,2胜4负,3胜5负,91:94
176,92,5胜4负,4胜5负,108:100
85,92,8胜3负,4胜6负,120:92
92,71,4胜9负,8胜6负,109:92
204,92,13胜2负,6胜9负,109:91
92,99,6胜10负,8胜9负,80:98
92,57,6胜11负,6胜12负,125:126
92,50,6胜12负,4胜13负,83:121
92,190,6胜14负,9胜10负,85:94
10,92,8胜13负,7胜15负,109:100
92,3,7胜17负,9胜13负,83:82
134,92,6胜21负,8胜17负,86:82
169,92,7胜18负,8胜18负,105:100
50,92,8胜18负,8胜19负,103:98
17,92,14胜16负,8胜20负,92:109
141,92,19胜13负,10胜20负,94:81
92,10,10胜21负,10胜21负,81:87
85,92,24胜8负,10胜22负,110:94
92,169,10胜25负,11胜22负,83:103
92,106,10胜26负,18胜17负,94:120
92,176,10胜27负,22胜16负,88:107
3,92,17胜19负,10胜28负,128:125
92,36,11胜30负,17胜22负,90:101
155,92,16胜27负,11胜32负,105:114
92,17,12胜33负,17胜27负,87:103
92,64,12胜34负,23胜21负,83:98
31,92,8胜37负,12胜35负,102:113
92,24,13胜36负,36胜10负,79:98
17,92,19胜28负,13胜37负,98:112
24,92,39胜10负,15胜37负,92:93
92,31,16胜38负,9胜43负,100:104
92,10,16胜39负,21胜33负,93:101
50,92,21胜33负,16胜40负,121:129
92,99,17胜41负,28胜28负,106:115
92,57,17胜42负,15胜42负,101:90
92,85,18胜42负,41胜14负,98:112
57,92,15胜44负,18胜43负,81:92
92,204,19胜44负,45胜16负,112:121
92,31,19胜45负,12胜50负,98:105
127,92,45胜26负,19胜52负,85:95
36,92,43胜34负,22胜55负,111:115
99,92,40胜38负,23胜55负,96:86
92,36,23胜56负,43胜36负,88:97
92,3,23胜57负,47胜33负,95:108
93,198,0胜0负,0胜0负,84:101
65,93,1胜0负,0胜2负,108:95
93,58,0胜4负,0胜4负,91:89
114,93,2胜2负,1胜4负,103:112
93,37,2胜4负,3胜2负,96:104
93,65,2胜5负,6胜1负,100:104
93,51,2胜6负,2胜6负,97:95
32,93,4胜4负,3胜6负,85:101
93,100,4胜6负,6胜2负,93:98
93,18,4胜7负,3胜7负,107:93
149,93,5胜4负,5胜7负,114:90
86,93,6胜6负,6胜8负,99:92
93,11,6胜9负,5胜7负,74:106
93,25,6胜11负,6胜9负,83:98
93,163,6胜12负,10胜7负,93:90
93,170,8胜14负,10胜9负,105:96
93,72,9胜15负,15胜6负,81:87
93,44,10胜17负,8胜14负,92:109
135,93,7胜19负,10胜18负,101:94
58,93,2胜23负,10胜19负,96:88
11,93,17胜11负,11胜20负,98:89
93,86,12胜21负,14胜17负,102:101
37,93,15胜16负,13胜22负,100:98
93,107,13胜24负,15胜20负,90:93
93,128,13胜26负,28胜8负,92:103
93,4,13胜27负,26胜12负,120:114
191,93,27胜11负,15胜27负,106:96
121,93,19胜20负,15胜28负,127:99
93,18,15胜29负,16胜26负,118:128
93,51,15胜30负,7胜36负,106:113
25,93,15胜30负,15胜31负,106:99
93,191,15胜32负,31胜12负,94:103
177,93,31胜17负,15胜34负,108:93
93,121,15胜35负,23胜24负,97:104
156,93,13胜36负,15胜37负,97:103
4,93,31胜20负,16胜37负,98:97
93,100,16胜38负,32胜20负,80:96
198,93,27胜26负,17胜39负,84:95
58,93,12胜42负,18胜39负,98:103
93,72,19胜40负,45胜12负,88:95
170,93,21胜38负,19胜43负,114:119
44,93,25胜35负,20胜43负,98:103
93,25,21胜43负,28胜34负,86:118
93,32,21胜44负,33胜30负,91:97
93,44,21胜45负,27胜36负,88:95
11,93,42胜25负,21胜46负,123:108
128,93,44胜22负,21胜49负,104:111
107,93,26胜44负,22胜49负,119:100
72,93,53胜17负,22胜50负,95:83
18,93,27胜44负,22胜51负,111:97
205,93,48胜26负,22胜52负,103:91
93,114,22胜53负,16胜59负,97:84
93,32,23胜53负,38胜38负,97:90
4,93,46胜31负,24胜53负,103:105
65,93,46胜32负,25胜53负,101:99
51,93,15胜64负,25胜54负,80:79
93,37,25胜56负,37胜44负,88:101
101,94,0胜0负,0胜0负,88:87
94,5,0胜2负,2胜1负,87:92
94,59,2胜4负,0胜5负,105:97
94,26,3胜4负,3胜4负,84:97
94,101,5胜5负,3胜4负,99:108
171,94,4胜9负,6胜6负,97:91
52,94,8胜7负,6胜8负,91:100
94,115,9胜8负,8胜9负,96:93
94,136,10胜8负,8胜8负,103:94
94,150,11胜8负,10胜9负,101:103
94,108,11胜9负,8胜13负,85:74
94,164,12胜9负,9胜13负,104:107
12,94,14胜7负,12胜10负,111:76
94,38,12胜11负,7胜16负,105:82
73,94,16胜12负,15胜11负,103:100
94,52,15胜12负,14胜14负,107:99
185,94,15胜14负,16胜12负,101:104
87,94,17胜11负,17胜12负,108:101
199,94,10胜20负,17胜13负,89:104
38,94,9胜22负,18胜13负,93:100
94,12,19胜14负,21胜9负,79:104
26,94,19胜15负,19胜16负,95:86
94,38,19胜17负,10胜25负,83:77
59,94,5胜38负,20胜20负,96:87
94,206,21胜25负,39胜8负,92:107
94,122,21胜26负,37胜13负,114:117
73,94,30胜22负,21胜28负,94:96
26,94,29胜25负,24胜29负,105:102
143,94,51胜5负,25胜30负,130:114
94,52,25胜31负,24胜35负,95:108
94,178,26胜32负,32胜28负,108:121
5,94,30胜29负,26胜33负,89:102
164,94,15胜46负,27胜33负,102:84
94,129,28胜36负,34胜32负,84:121
108,94,28胜39负,28胜37负,110:116
12,94,48胜19负,29胜38负,109:103
94,19,29胜41负,37胜34负,102:118
5,94,36胜35负,29胜43负,89:111
38,94,21胜52负,30胜43负,105:139
94,26,31胜43负,39胜35负,114:94
192,94,41胜35负,32胜44负,107:119
87,94,46胜32负,33胜45负,109:112
94,87,34胜45负,46胜33负,96:118
33,94,33胜47负,34胜46负,98:107
95,13,0胜2负,2胜0负,99:105
95,60,0胜3负,0胜2负,103:101
172,95,2胜3负,1胜3负,94:102
95,6,3胜3负,3胜3负,80:112
116,95,1胜5负,3胜4负,123:107
137,95,5胜4负,3胜5负,87:74
95,27,4胜6负,4胜6负,69:88
200,95,2胜9负,4胜7负,82:89
165,95,4胜11负,6胜8负,92:87
102,95,4胜9负,6胜9负,94:91
34,95,6胜8负,6胜10负,104:96
95,193,7胜11负,11胜8负,94:95
95,60,7胜12负,4胜14负,105:88
95,20,8胜12负,11胜10负,98:92
95,102,9胜12负,7胜12负,124:116
46,95,12胜9负,10胜12负,117:87
109,95,8胜15负,10胜14负,121:113
151,95,18胜7负,11胜15负,113:108
39,95,7胜17负,11胜16负,111:118
95,88,12胜17负,9胜19负,136:130
95,53,13胜17负,15胜13负,95:106
158,95,11胜21负,13胜18负,90:109
193,95,20胜12负,14胜18负,102:112
95,53,15胜20负,16胜17负,115:103
74,95,18胜16负,16胜20负,111:92
95,151,16胜23负,26胜14负,96:105
34,95,20胜21负,17胜27负,96:112
6,95,22胜23负,18胜28负,100:92
95,46,18胜29负,27胜18负,98:128
95,67,18胜30负,29胜18负,114:113
27,95,25胜22负,19胜31负,98:88
95,74,20胜32负,29胜21负,86:113
95,186,20胜33负,37胜17负,104:128
60,95,18胜34负,20胜34负,112:111
95,179,20胜35负,21胜32负,80:112
95,88,20胜36负,24胜31负,116:107
207,95,42胜13负,21胜36负,107:79
130,95,23胜33负,21胜37负,112:103
74,95,32胜25负,21胜38负,86:105
95,102,23胜39负,36胜24负,114:115
53,95,25胜38负,23胜40负,113:105
95,172,24胜43负,25胜41负,115:120
95,144,24胜44负,53胜14负,92:122
95,165,24胜45负,22胜46负,109:103
60,95,26胜43负,25胜45负,109:112
123,95,42胜31负,27胜47负,114:106
95,39,27胜49负,16胜59负,111:121
39,95,19胜59负,27胜51负,107:115
20,95,37胜44负,28胜53负,109:113
47,61,0胜0负,0胜0负,98:93
7,61,1胜0负,0胜1负,81:101
61,131,1胜2负,1胜2负,108:125
61,152,1胜3负,5胜0负,103:108
61,54,2胜9负,2胜9负,94:86
180,61,3胜8负,3胜9负,96:106
54,61,3胜11负,5胜9负,90:106
47,61,11胜9负,8胜11负,116:99
61,21,8胜12负,9胜9负,100:124
61,47,8胜13负,13胜9负,110:113
103,61,13胜8负,8胜14负,123:116
0,61,15胜8负,9胜16负,110:93
14,61,9胜19负,10胜18负,115:93
61,180,11胜20负,15胜16负,105:114
61,0,11胜22负,22胜10负,91:111
61,7,11胜23负,8胜26负,120:105
166,61,8胜25负,12胜24负,112:118
14,61,12胜26负,13胜25负,101:95
61,194,13胜27负,25胜16负,81:85
61,89,13胜29负,27胜15负,72:112
61,82,13胜30负,30胜13负,103:120
187,61,21胜23负,13胜31负,100:98
54,61,19胜25负,13胜32负,107:94
28,61,17胜26负,13胜33负,116:110
61,21,13胜35负,17胜27负,93:104
61,68,13胜36负,30胜18负,87:100
61,28,14胜37负,19胜30负,74:92
201,61,43胜8负,14胜38负,111:100
0,61,38胜16负,15胜42负,113:118
159,61,28胜27负,16胜42负,110:92
173,61,42胜16负,16胜43负,114:96
21,61,27胜37负,17胜47负,98:108
96,61,16胜50负,18胜49负,107:116
61,117,19胜49负,45胜23负,95:93
61,159,20胜50负,35胜34负,106:114
61,138,20胜51负,30胜42负,100:138
61,145,20胜52负,28胜45负,90:94
28,61,29胜44负,20胜53负,104:98
61,0,20胜54负,55胜20负,106:113
89,61,48胜28负,20胜55负,98:102
61,47,21胜55负,38胜38负,118:131
7,61,16胜61负,21胜56负,104:96
82,61,57胜24负,22胜59负,97:79
62,8,0胜0负,0胜0负,104:96
62,174,1胜1负,0胜3负,86:99
62,90,1胜2负,3胜1负,96:102
62,48,1胜3负,2胜2负,90:85
8,62,3胜2负,2胜3负,77:92
167,62,3胜7负,4胜6负,98:91
62,69,4胜9负,9胜4负,84:93
62,41,4胜10负,4胜8负,73:96
125,62,8胜6负,4胜11负,94:84
62,146,4胜12负,8胜5负,91:103
62,160,4胜13负,6胜10负,99:96
62,104,6胜13负,13胜5负,81:96
62,41,7胜15负,10胜10负,64:100
97,62,4胜18负,7胜16负,89:106
29,62,10胜14负,8胜18负,105:99
41,62,14胜11负,8胜19负,74:86
153,62,15胜12负,9胜19负,94:92
48,62,13胜15负,9胜20负,90:87
202,62,20胜9负,9胜21负,113:106
15,62,11胜23负,9胜23负,93:103
62,181,10胜23负,20胜14负,85:88
62,195,10胜24负,8胜26负,95:84
139,62,14胜19负,11胜25负,75:83
90,62,24胜14负,12胜25负,92:88
62,15,13胜26负,14胜26负,86:105
29,62,16胜24负,13胜27负,105:99
62,8,13胜28负,16胜23负,96:88
62,188,14胜29负,24胜17负,114:110
1,62,38胜10负,15胜31负,94:82
48,62,23胜24负,15胜32负,79:96
83,62,36胜13负,17胜34负,113:101
97,62,12胜39负,17胜35负,92:99
8,62,17胜35负,20胜35负,84:80
55,62,30胜27负,20胜38负,93:75
62,69,21胜39负,35胜24负,102:86
69,62,35胜25负,22胜39负,109:87
62,83,22胜40负,43胜17负,72:96
62,29,22胜42负,30胜33负,86:92
23,63,0胜0负,0胜0负,90:88
63,35,0胜1负,0胜0负,100:107
63,119,1胜2负,1胜2负,88:108
63,175,1胜3负,3胜1负,104:109
133,63,3胜4负,1胜5负,140:133
63,23,1胜6负,3胜4负,74:72
63,42,2胜6负,5胜4负,89:107
91,63,3胜5负,2胜7负,86:97
203,63,10胜3负,3胜10负,111:106
63,105,4胜13负,8胜9负,110:113
63,168,4胜14负,4胜12负,100:107
63,133,4胜15负,10胜10负,99:131
63,126,4胜17负,8胜12负,74:92
35,63,11胜9负,4胜18负,94:88
175,63,11胜11负,4胜19负,74:95
182,63,11胜11负,5胜19负,96:103
63,9,6胜19负,5胜20负,113:99
91,63,12胜13负,8胜19负,90:93
63,203,9胜19负,21胜8负,80:100
63,196,9胜20负,6胜22负,104:97
63,91,10胜20负,12胜17负,123:88
126,63,16胜14负,11胜20负,79:102
119,63,25胜7负,12胜21负,104:92
30,63,18胜17负,14胜22负,107:96
63,35,14胜23负,22胜15负,106:113
63,56,14胜25负,16胜23负,101:108
63,84,15胜26负,26胜12负,116:123
63,91,15胜27负,14胜27负,97:95
9,63,12胜32负,16胜27负,99:98
140,63,26胜17负,16胜28负,114:102
63,70,16胜29负,25胜19负,92:93
84,63,29胜14负,17胜30负,100:85
42,63,24胜23负,17胜31负,99:95
196,63,17胜33负,18胜32负,89:102
105,63,33胜19负,19胜32负,108:109
63,49,20胜32负,32胜17负,92:88
63,98,21胜32负,15胜36负,96:88
189,63,34胜18负,22胜32负,88:82
23,63,36胜22负,23胜35负,93:81
63,30,23胜36负,28胜28负,114:122
63,161,23胜38负,21胜39负,98:71
63,154,24胜38负,31胜31负,116:118
9,63,21胜41负,24胜39负,96:100
84,63,50胜14负,26胜40负,108:91
49,63,40胜26负,26胜42负,99:94
63,49,26胜43负,41胜26负,84:110
70,63,39胜32负,26胜44负,107:88
63,16,26胜45负,24胜48负,99:82
16,63,24胜50负,27胜46负,108:98
98,63,28胜46负,27胜47负,78:88
63,112,28胜47负,28胜46负,95:93
35,63,47胜32负,31胜48负,87:93
42,63,41胜39负,33胜48负,90:114
64,31,1胜1负,1胜1负,97:90
64,24,2胜3负,5胜0负,84:91
134,64,0胜6负,2胜4负,91:115
64,190,3胜5负,3胜4负,103:87
127,64,7胜2负,4胜6负,118:110
64,57,4胜7负,5胜7负,108:98
106,64,9胜6负,6胜9负,112:98
64,141,6胜10负,10胜8负,103:112
64,155,6胜12负,10胜9负,106:94
57,64,7胜16负,7胜13负,100:108
64,120,10胜14负,22胜4负,104:98
64,204,11胜14负,21胜6负,99:112
64,50,11胜15负,9胜19负,95:83
64,99,15胜15负,14胜15负,101:88
64,85,16胜15负,25胜8负,97:102
64,24,16胜16负,27胜6负,79:86
17,64,14胜21负,16胜17负,91:112
36,64,15胜21负,17胜17负,80:96
31,64,7胜29负,18胜17负,94:116
